"id","title","description","subCatType","subcatImage","srOrder","isActive","isDeleted","createdAt","updatedAt","categoryId","title_ol"
"1412","Sumos naturais",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:14","2024-06-28 10:41:14","1071","Natural Juices"
"1413","Batidos",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:14","2024-06-28 10:41:14","1071","Smoothies"
"1414","CERVEJA & SIDRA",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:14","2024-06-28 10:41:14","1072","Beer & Cider"
"1415","Sangria 1,5L",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:15","2024-06-28 10:41:15","1072","Sangria 1,5L"
"1416","Cocktails",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:15","2024-06-28 10:41:15","1072","Cocktails"
"1417","Gin",NULL,NULL,NULL,NULL,"1","0","2024-06-28 10:41:15","2024-06-28 10:41:15","1072","Gin"
"1418","TINTO | DOURO",,NULL,NULL,"0","1","0","2024-06-30 10:30:59","2024-06-30 10:30:59","1074",NULL
"1419","TINTO | DÃO",,NULL,NULL,"0","1","0","2024-06-30 10:31:12","2024-06-30 10:31:12","1074",NULL
"1420","TINTO | BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-06-30 10:31:39","2024-06-30 10:31:39","1074",NULL
"1421","TINTO | ALENTEJO",,NULL,NULL,"0","1","0","2024-06-30 10:32:08","2024-06-30 10:32:08","1074",NULL
"1422","BRANCO | DOURO",,NULL,NULL,"0","1","0","2024-06-30 10:32:39","2024-06-30 10:32:39","1074",NULL
"1423","BRANCO | DÃO",,NULL,NULL,"0","1","0","2024-06-30 10:32:58","2024-06-30 10:32:58","1074",NULL
"1424","BRANCO | BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-06-30 10:33:13","2024-06-30 10:33:13","1074",NULL
"1425","BRANCO | ALENTEJO",,NULL,NULL,"0","1","0","2024-06-30 10:33:24","2024-06-30 10:33:24","1074",NULL
"1426","VERDES",,NULL,NULL,"0","1","0","2024-06-30 10:33:40","2024-06-30 10:33:40","1074",NULL
"1427","SANGRIAS, ROSÉS, FRISANTES E ESPUMANTE",,NULL,NULL,"0","1","0","2024-06-30 10:34:40","2024-06-30 10:34:40","1074",NULL
"1428","Do Índico a Lisboa",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","From the Indus to Lisbon"
"1429","Menu Infantil",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","Kids Menu"
"1430","Acompanhamentos",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","Sides"
"1431","Saladas",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","Salads"
"1432","Sobremesas",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","Desserts"
"1433","Pratos Principais",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1075","Main Dishes"
"1434","Cafetaria",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1077","Cafeteria"
"1435","Bebidas álcoolicas",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:33","2024-07-01 06:29:33","1077","Alcoholic beverages"
"1436","Aguardentes vínicas",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:34","2024-07-01 06:29:34","1077","Portuguese Wine Spirit"
"1437","Vinhos generosos",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:34","2024-07-01 06:29:34","1077","Fortified Wines"
"1438","Rosé seco",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:34","2024-07-01 06:29:34","1077","Dry Rosé"
"1439","Branco jovem e fresco",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:34","2024-07-01 06:29:34","1077","Young and Fresh White Wine"
"1440","Os tintos",NULL,NULL,NULL,NULL,"1","0","2024-07-01 06:29:34","2024-07-01 06:29:34","1077","Elegant Red Wines"
"1441","Yogurt Bowl",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:57","2024-07-03 07:54:57","1082","Yogurt Bowl"
"1442","Tostas",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:57","2024-07-03 07:54:57","1082","Toasts"
"1443","Croissants",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:57","2024-07-03 07:54:57","1082","Croissants"
"1444","Panquecas",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:57","2024-07-03 07:54:57","1082","Pancakes"
"1445","Hambúrguers",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:57","2024-07-03 07:54:57","1083","Hamburgers"
"1446","No prato",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1083","On the Plate"
"1447","Saladas",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1083","Salads"
"1448","Em Itália",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1085","Italian Style"
"1449","Sumos naturais",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1085","Natural Juices"
"1450","Batidos",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1085","Smoothies"
"1451","CERVEJA & SIDRA",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1086","Beer & Cider"
"1452","Sangria 1,5L",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1086","Sangria 1,5L"
"1453","Cocktails",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1086","Cocktails"
"1454","Gin",NULL,NULL,NULL,NULL,"1","0","2024-07-03 07:54:58","2024-07-03 07:54:58","1086","Gin"
"1455","asd",,NULL,NULL,"0","1","0","2024-07-03 17:30:23","2024-07-03 17:30:23","951",NULL
"1456","Carnes",,NULL,NULL,"1","1","0","2024-01-05 19:53:39","2024-07-11 13:20:38","1089",NULL
"1457","Peixes",,NULL,NULL,"0","1","0","2024-01-05 19:58:49","2024-07-11 13:20:38","1089",NULL
"1458","Especialidades",,NULL,NULL,"2","1","0","2024-01-05 20:16:38","2024-07-11 13:20:38","1089",NULL
"1459","CAFETARIA",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:43","2024-07-11 13:20:39","1093","Cafeteria"
"1460","ÁGUAS E SUMOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:43","2024-07-11 13:20:39","1093","Waters and Juices"
"1461","CERVEJAS E SIDRAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:43","2024-07-11 13:20:39","1093","Beers and Ciders"
"1462","REFRIGERANTES",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:43","2024-07-11 13:20:39","1093","Soft Drinks"
"1463","ESPIRITUOSOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:43","2024-07-11 13:20:39","1093","Spirits"
"1464","ENTRADAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:44","2024-07-11 13:20:39","1095","Appetizers"
"1465","ACOMPANHAMENTOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:44","2024-07-11 13:20:39","1095","Side Dishes"
"1466","SOBREMESAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:16:44","2024-07-11 13:20:39","1095","Desserts"
"1467","Acompanhamento",NULL,NULL,NULL,"2","1","0","2024-07-15 09:31:48","2024-07-15 17:29:44","1097","Side Dishes"
"1468","Peixe",NULL,NULL,NULL,"0","1","0","2024-07-15 09:31:48","2024-07-15 17:29:44","1097","Fish"
"1469","Carnes",NULL,NULL,NULL,"1","1","0","2024-07-15 09:31:48","2024-07-15 17:29:44","1097","Meats"
"1470","Cocktails",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:30","2024-07-18 18:49:30","1100","Cocktails"
"1471","Cocktails s/álcool",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:30","2024-07-18 18:49:30","1100","Cocktails without alcohol"
"1472","Chá e café",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:30","2024-07-18 18:49:30","1101","Coffee and Tea"
"1473","Águas e refrigerantes",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:30","2024-07-18 18:49:30","1100","Waters and sodas"
"1474","Cervejas",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Beers"
"1475","Limonadas",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Lemonades"
"1476","Sangria de Espumante",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Sparkling sangria"
"1477","Espumante",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Sparkling"
"1478","Rum",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Rum"
"1479","Tequila",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Tequila"
"1480","Licores e aperitivos",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Liqueurs and aperitifs"
"1481","Portos e Moscatel",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100",NULL
"1482","Aguardente",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100",NULL
"1483","Vodka",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Vodka"
"1484","Whisky",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Whisky"
"1485","Gin Tónico",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Gin&Tonic"
"1486","Vinho Tinto",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:31","2024-07-18 18:49:31","1100","Red Wine"
"1487","Vinho Branco",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:32","2024-07-18 18:49:32","1100","White Wine"
"1488","Focaccia de alecrim e azeitona (12h30/15h - 19h/22h)",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:32","2024-07-18 18:49:32","1102","Rosemary and Olive Focaccia"
"1489","Saladas (12h30/15h - 19h/22h)",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:32","2024-07-18 18:49:32","1102","Salads"
"1490","Hambúrguer em bolo do caco",NULL,NULL,NULL,NULL,"1","0","2024-07-18 18:49:32","2024-07-18 18:49:32","1102","Hamburger in bolo do caco"
"1491","DOURO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:31","2024-07-19 07:00:31","1115","Douro"
"1492","TEJO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1115","Tejo"
"1493","ALENTEJO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1115","Alentejo"
"1494","SOAVE",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1116","Soave"
"1495","GAVI",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1116","Gavi"
"1496","VENETTO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1116","Veneto"
"1497","VALPOLICELLA RIPASSO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1116","Valpolicella Ripasso"
"1498","AMARONE DELLA VALPOLICELLA",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1116","Amarone della Valpolicella"
"1499","DE AUTOR",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:32","2024-07-19 07:00:32","1117","Signature"
"1500","DOURO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1123","Douro"
"1501","TEJO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1123","Tejo"
"1502","ALENTEJO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1123","Alentejo"
"1503","ALENTEJO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1124","Alentejo"
"1504","VIANA DO CASTELO",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1124","Viana do Castelo"
"1505","EMILIA ROMAGNA",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1124","Emilia Romagna"
"1506","FRIULI",NULL,NULL,NULL,NULL,"1","0","2024-07-19 07:00:33","2024-07-19 07:00:33","1124","Friuli"
"1507","Couvert",,NULL,NULL,"7","1","0","2024-07-28 07:24:33","2024-07-28 17:44:56","1128","Couvert"
"1508","Couvert (6Un.)",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:14","2024-07-29 09:13:14","1131","Couvert (6Un.)"
"1509","Couvert",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:14","2024-07-29 09:13:14","1131","Couvert"
"1510","Ceviches",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:14","2024-07-29 09:13:14","1132","Ceviches"
"1511","Temakis",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:14","2024-07-29 09:13:14","1132","Temakis"
"1512","Massas E Poke",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Massas E Poke"
"1513","Makis (8 Pcs)",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Makis (8 Pcs)"
"1514","Sushis Especiais (8 Pcs)",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Special Sushis (8 Pcs)"
"1515","Sushis Especiais (6 Pcs)",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Special Sushis (6 Pcs)"
"1516","Combinados Tradicionais",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Traditional Combos"
"1517","Combinados Especiais",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Special Combos"
"1518","Clubes Especiais (24Pcs)",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Special Clubs (24Pcs)"
"1519","Vegetarianos",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Vegan Space"
"1520","Sobremesa E Café",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1134","Dessert And Coffee"
"1521","Troca De Pescados/Peças",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1132","Fish/Pieces Exchange"
"1522","Delivery",NULL,NULL,NULL,NULL,"1","0","2024-07-29 09:13:15","2024-07-29 09:13:15","1135","Delivery"
"1523","Tinto",NULL,NULL,NULL,NULL,"1","0","2024-07-30 06:01:20","2024-07-30 06:01:20","1153","Red"
"1524","Branco",NULL,NULL,NULL,NULL,"1","0","2024-07-30 06:01:20","2024-07-30 06:01:20","1153","White"
"1525","Alentejo",,NULL,NULL,"0","1","0","2024-05-27 09:15:12","2024-07-31 15:36:49","1159","Alentejo"
"1526","Douro",,NULL,NULL,"0","1","0","2024-05-27 09:31:52","2024-07-31 15:36:49","1159","Douro"
"1527","Dão",,NULL,NULL,"0","1","0","2024-05-27 09:36:09","2024-07-31 15:36:49","1159","Dão"
"1528","Sado",,NULL,NULL,"0","1","0","2024-05-27 09:37:23","2024-07-31 15:36:49","1159","Sado"
"1529","Alentejo",,NULL,NULL,"0","1","0","2024-05-27 09:43:17","2024-07-31 15:36:49","1160","Alentejo"
"1530","Douro",,NULL,NULL,"0","1","0","2024-05-27 09:46:01","2024-07-31 15:36:49","1160","Douro"
"1531","Frutas",,NULL,NULL,"0","1","0","2024-05-27 10:45:29","2024-07-31 15:36:49","1174","Fruits"
"1532","services sub",,NULL,NULL,"0","1","0","2024-05-26 18:57:03","2024-08-07 08:49:04","1178",NULL
"1533","asd",,NULL,NULL,"0","1","0","2024-07-03 17:30:23","2024-08-07 08:49:04","1179",NULL
"1534","DOURO",,NULL,NULL,"0","1","0","2024-03-16 22:43:32","2024-08-07 09:32:52","1181",NULL
"1535","DÃO",,NULL,NULL,"0","1","0","2024-03-16 22:46:45","2024-08-07 09:32:52","1181",NULL
"1536","BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-03-17 12:35:02","2024-08-07 09:32:52","1181",NULL
"1537","ALENTEJO",,NULL,NULL,"0","1","0","2024-03-17 13:27:51","2024-08-07 09:32:52","1181",NULL
"1538","DOURO",,NULL,NULL,"0","1","0","2024-03-17 13:29:47","2024-08-07 09:32:52","1182",NULL
"1539","DÃO",,NULL,NULL,"0","1","0","2024-03-17 13:31:42","2024-08-07 09:32:52","1182",NULL
"1540","BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-03-17 13:32:52","2024-08-07 09:32:52","1182",NULL
"1541","ALENTEJO",,NULL,NULL,"0","1","0","2024-03-17 13:34:03","2024-08-07 09:32:52","1182",NULL
"1542","VERDES",,NULL,NULL,"0","1","1","2024-03-17 13:34:46","2024-08-07 09:32:52","1182",NULL
"1543","SANGRIAS, ROSÉS, OUTROS",,NULL,NULL,"0","1","1","2024-03-17 13:36:50","2024-08-07 09:32:52","1182",NULL
"1544","CAFETARIA",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:29","2024-08-07 09:32:52","1186","Cafeteria"
"1545","ÁGUAS E SUMOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:29","2024-08-07 09:32:52","1186","Waters and Juices"
"1546","CERVEJAS E SIDRAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:29","2024-08-07 09:32:52","1186","Beers and Ciders"
"1547","REFRIGERANTES",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:30","2024-08-07 09:32:52","1186","Soft Drinks"
"1548","ESPIRITUOSOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:30","2024-08-07 09:32:52","1186","Spirits"
"1549","ENTRADAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:30","2024-08-07 09:32:52","1187","Appetizers"
"1550","ACOMPANHAMENTOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:31","2024-08-07 09:32:52","1187","Side Dishes"
"1551","SOBREMESAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:14:31","2024-08-07 09:32:52","1187","Desserts"
"1552","CAFETARIA",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:31","2024-08-07 09:32:53","1189","Cafeteria"
"1553","ÁGUAS E SUMOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:32","2024-08-07 09:32:53","1189","Waters and Juices"
"1554","CERVEJAS E SIDRAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:32","2024-08-07 09:32:53","1189","Beers and Ciders"
"1555","REFRIGERANTES",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:32","2024-08-07 09:32:53","1189","Soft Drinks"
"1556","ESPIRITUOSOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:32","2024-08-07 09:32:53","1189","Spirits"
"1557","ENTRADAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:33","2024-08-07 09:32:53","1191","Appetizers"
"1558","ACOMPANHAMENTOS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:33","2024-08-07 09:32:53","1191","Side Dishes"
"1559","SOBREMESAS",NULL,NULL,NULL,NULL,"1","0","2024-06-27 16:17:33","2024-08-07 09:32:53","1191","Desserts"
"1560","TINTO | DOURO",,NULL,NULL,"0","1","0","2024-06-30 10:30:59","2024-08-07 09:32:53","1192",NULL
"1561","TINTO | DÃO",,NULL,NULL,"0","1","0","2024-06-30 10:31:12","2024-08-07 09:32:53","1192",NULL
"1562","TINTO | BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-06-30 10:31:39","2024-08-07 09:32:53","1192",NULL
"1563","TINTO | ALENTEJO",,NULL,NULL,"0","1","0","2024-06-30 10:32:08","2024-08-07 09:32:53","1192",NULL
"1564","BRANCO | DOURO",,NULL,NULL,"0","1","0","2024-06-30 10:32:39","2024-08-07 09:32:53","1192",NULL
"1565","BRANCO | DÃO",,NULL,NULL,"0","1","0","2024-06-30 10:32:58","2024-08-07 09:32:53","1192",NULL
"1566","BRANCO | BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-06-30 10:33:13","2024-08-07 09:32:53","1192",NULL
"1567","BRANCO | ALENTEJO",,NULL,NULL,"0","1","0","2024-06-30 10:33:24","2024-08-07 09:32:53","1192",NULL
"1568","VERDES",,NULL,NULL,"0","1","0","2024-06-30 10:33:40","2024-08-07 09:32:53","1192",NULL
"1569","SANGRIAS, ROSÉS, FRISANTES E ESPUMANTE",,NULL,NULL,"0","1","0","2024-06-30 10:34:40","2024-08-07 09:32:53","1192",NULL
"1570","Indian",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:18","2024-08-11 08:54:18","1218","Indian"
"1571","IDLI/ DOSAS",,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-09-05 08:27:22","1218","DOSAS"
"1572","Vegetable Starters",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Vegetable Starters"
"1573","Chicken Starters",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Chicken Starters"
"1574","Mutton Starters",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Mutton Starters"
"1575","Seafood Starters",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Seafood Starters"
"1576","Platter",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Platter"
"1577","Main Courses",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","Main Courses"
"1578","DAALS",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:19","2024-08-11 08:54:19","1218","DAALS"
"1579","Chicken",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Chicken"
"1580","Mutton",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Mutton"
"1581","Sea Food",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Sea Food"
"1582","Rice-Bowl Treats",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Rice-Bowl Treats"
"1583","Indian Breads",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Indian Breads"
"1584","Swahili Delights",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Swahili Delights"
"1585","Accompaniments",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Accompaniments"
"1586","Sinful Sweetness",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Sinful Sweetness"
"1587","Beverages",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:20","2024-08-11 08:54:20","1218","Beverages"
"1588","Soups",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","Soups"
"1589","Starters",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","Starters"
"1590","Main Courses",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","Main Courses"
"1591","Rice",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","Rice"
"1592","Noodles",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","Noodles"
"1593","MOMO (Upon availability)",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1219","MOMO (Upon availability)"
"1594","STARTERS",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1220","STARTERS"
"1595","Salads",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1220","Salads"
"1596","Sandwiches/Wraps",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:21","2024-08-11 08:54:21","1220","Sandwiches/Wraps"
"1597","Burgers",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:22","2024-08-11 08:54:22","1220","Burgers"
"1598","Pasta",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:22","2024-08-11 08:54:22","1220","Pasta"
"1599","Mains",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:22","2024-08-11 08:54:22","1220","Mains"
"1600","Sides",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:22","2024-08-11 08:54:22","1220","Sides"
"1601","Pizza",NULL,NULL,NULL,NULL,"1","0","2024-08-11 08:54:22","2024-08-11 08:54:22","1220","Pizza"
"1602","testsubcat",,NULL,NULL,"0","1","0","2024-08-13 05:50:13","2024-08-13 05:50:13","951",NULL
"1603","ENTRADAS",NULL,NULL,NULL,"0","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","STARTERS"
"1604","PARA PARTILHAR",NULL,NULL,NULL,"1","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","TO SHARE"
"1605","BRUSCHETTAS",NULL,NULL,NULL,"2","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","BRUSCHETTAS"
"1606","SALADAS",NULL,NULL,NULL,"3","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","Salads"
"1607","ESPECIALIDADE",,NULL,NULL,"4","1","0","2024-08-17 13:10:14","2024-08-20 15:13:59","1221","Specialties"
"1608","PIZZAS",NULL,NULL,NULL,"5","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","PIZZAS"
"1609","SOBREMESAS",NULL,NULL,NULL,"6","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","DESSERTS"
"1610","VINHOS",NULL,NULL,NULL,"7","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","WINES"
"1611","CERVEJA",NULL,NULL,NULL,"8","1","0","2024-08-17 13:10:14","2024-08-19 10:31:53","1221","BEER"
"1612","ÁGUAS & REFRIGERANTES",NULL,NULL,NULL,"9","1","0","2024-08-17 13:10:15","2024-08-19 10:31:53","1221","WATER & SOFT DRINKS"
"1613","SUMOS NATURAIS",NULL,NULL,NULL,"10","1","0","2024-08-17 13:10:15","2024-08-19 10:31:53","1221","NATURAL JUICES"
